msg_id,guild,channel,author,is_bot,msg_type,created_at_vn,reply_to,mentions_bot,n_attachments,n_chars,content
M68156,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 16:33,M87414,False,0,76,Bạn dùng command `/topic available` để xem danh sách các đề tài còn slot nhé
M87414,K4-L3-4,channel_10,D9703,False,message,2026-09-14 16:33,,True,0,66,[@BOT] làm sao để biết chủ đề mình định đăng ký còn slot hay không
M44653,K4-L3-4,channel_10,D5337,False,message,2026-09-14 16:34,,True,0,33,[@BOT] Bao giờ mở đăng ký đề tài?
M67724,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 16:34,M44653,False,0,346,"Hiện tại mình chưa có thông tin về thời gian cụ thể mở đăng ký đề tài đâu nè. Bạn chịu khó theo dõi kênh **#📣-thông-báo** để cập nhật lịch chính xác nhất từ BTC nhé! 📢

Khi nào cổng đăng ký mở, bạn chỉ cần dùng lệnh `/topic pick` để chọn đề tài cho team mình là được. Nếu có vấn đề gì cần gấp, bạn có thể tag @Mod để được hỗ trợ nhanh nhất nha! ✨"
M32085,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 16:51,M68755,False,0,782,"Để ""tâm sự riêng"" với mình mà không để các bạn khác nhìn thấy, bạn có thể sử dụng tính năng **Nhắn tin trực tiếp (Direct Message - DM)** trên Discord nhé:

1.  **Cách làm:** Bạn chỉ cần nhấn vào **ảnh đại diện (avatar)** hoặc **tên** của mình, sau đó gõ nội dung vào ô nhắn tin hiện ra.
2.  **Lưu ý:** Nếu bạn không gửi tin nhắn được, có thể là do cài đặt quyền riêng tư của bạn đang chặn tin nhắn từ người lạ. Bạn hãy vào:
    *   `User Settings` (biểu tượng bánh răng) -> `Privacy & Safety`.
    *   Bật mục **""Allow direct messages from server members""**.

Tuy nhiên, nếu là các thắc mắc chung về chương trình hoặc kỹ thuật, mình khuyến khích bạn cứ hỏi ngay tại kênh `#?-hỏi-trợ-lý-kute` này. Như vậy, các bạn khác có cùng thắc mắc cũng sẽ nhận được thông tin hữu ích luôn nè! 😉"
M68755,K4-L3-4,channel_10,D0223,False,message,2026-09-14 16:51,,True,0,57,[@BOT] chat riêng với b để ko cho ng khác tham gia kiểu j
M81394,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 16:53,M85618,False,0,842,"Chào bạn nha! Để biết đề tài nào đã được chọn hoặc kiểm tra xem đề tài mình thích còn trống hay không, bạn có thể thực hiện các cách sau trong kênh `#đề-xuất-đề-tài-mới` nè:

*   **Kiểm tra đề còn trống:** Bạn sử dụng lệnh `/topic available code:MÃ_ĐỀ` (ví dụ: `/topic available code:EXAM001`). Hệ thống sẽ phản hồi cho bạn biết đề tài đó đã có team nào ""xí"" chưa nhé.
*   **Xem đề tài team mình đã chọn:** Nếu bạn muốn xem lại đề tài mà team mình đã đăng ký thành công, hãy dùng lệnh `/topic view`.

**Một vài lưu ý quan trọng cho bạn:**
*   Mỗi team chỉ được chọn **duy nhất 1 đề tài**.
*   Việc chọn đề sẽ do **1 thành viên đại diện** trong team thực hiện.
*   Nếu muốn đổi sang đề tài khác, bạn có thể dùng lệnh `/topic change`.

Bạn thử gõ lệnh xem sao nhé, nếu có lỗi gì thì cứ báo mình nha! Chúc team bạn chọn được đề tài thật ""xịn""! 🚀"
M85618,K4-L3-4,channel_10,D5523,False,message,2026-09-14 16:53,,True,0,43,[@BOT] làm sao biết đề tài nào đã được chọn
M02187,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:27,M99277,False,0,918,"Chào bạn! Để có kênh voice riêng cho nhóm trong server, bạn lưu ý các thông tin sau nha:

1.  **Kênh voice theo đội (Team):** Khi đội của bạn đã được chia chính thức và có forum team riêng (ví dụ kênh `t-001`), thường sẽ có các kênh voice đi kèm nằm trong Category của nhóm đó (ví dụ `Group-01`). Bạn hãy kiểm tra danh sách kênh ở cột bên trái xem đã xuất hiện chưa nhé.
2.  **Nếu chưa thấy kênh voice:** Hiện tại, các thành viên không thể tự dùng lệnh để tạo kênh voice riêng. Nếu nhóm bạn đã có đội nhưng chưa thấy phòng voice để thảo luận, bạn hãy:
    *   Nhắn trực tiếp vào **Ticket** mà nhóm đang trao đổi với BTC.
    *   Hoặc tag nhẹ @Mod để các anh chị hỗ trợ kiểm tra và tạo phòng cho nhóm mình nha.
3.  **Sử dụng kênh voice chung:** Nếu chỉ cần trao đổi nhanh, bạn cũng có thể sử dụng các kênh voice công cộng có sẵn trong server (nếu có).

Chúc nhóm bạn thảo luận hiệu quả và có nhiều ý tưởng xịn sò nhé! ✨"
M99277,K4-L3-4,channel_10,D2743,False,message,2026-09-14 17:27,,True,0,44,[@BOT] Tạo kênh voice riêng cho nhóm kiểu gì
M41310,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:31,M54695,False,0,349,"Bạn muốn hỏi về việc điền thông tin vào biến 'yesterday' và 'today' trong Daily Standup liên quan đến khía cạnh nào?

1. Bạn muốn biết về khung giờ nộp báo cáo Daily Standup?
2. Bạn muốn biết về các lệnh bot liên quan đến Daily Standup?
3. Bạn muốn biết về cách sử dụng kênh Discord hoặc Zoom cho Daily Standup?

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M54695,K4-L3-4,channel_10,D4146,False,message,2026-09-14 17:31,,True,0,60,[@BOT] [HV] gì vào biến yesterday và today của Daily-standup
M18869,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:32,M67858,False,0,708,"Chào bạn nha! Để báo cáo tiến độ bằng lệnh `/daily-standup` và nhận điểm XP, bạn làm theo hướng dẫn này nè:

1.  **Cú pháp:** Bạn gõ `/daily-standup` rồi điền các thông tin sau:
    *   `yesterday`: Những việc bạn đã hoàn thành vào ngày hôm qua.
    *   `today`: Những việc bạn dự định sẽ thực hiện trong hôm nay.
    *   `blockers` (tùy chọn): Những khó khăn, vướng mắc đang cản trở bạn (nếu không có thì có thể để trống nhé).
2.  **Địa điểm:** Bạn nhớ chỉ gửi lệnh này trong **forum thread của team mình** thôi nha.
3.  **Thời gian để nhận XP:** Để được hệ thống ghi nhận cộng XP, bạn hãy tranh thủ thực hiện trong khung giờ từ **0h - 10h sáng** hàng ngày nhé!

Chúc bạn một ngày làm việc thật năng suất! ✨"
M67858,K4-L3-4,channel_10,D4146,False,message,2026-09-14 17:32,,True,0,38,[@BOT] Cách sử dụng lệnh daily-standup
M35533,K4-L3-4,channel_10,D0712,False,message,2026-09-14 17:33,,True,0,29,[@BOT] xem xp của tôi và team
M42137,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:33,M58005,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M45780,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:33,M35533,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M58005,K4-L3-4,channel_10,D0712,False,message,2026-09-14 17:33,,True,0,19,[@BOT] xem xp ở đâu
M16166,K4-L3-4,channel_10,D3444,False,message,2026-09-14 17:48,,True,0,143,[@BOT] Tham gia workshop đăng nhập Zoom với đúng email đã đăng ký với chương trình và nhưng đặt tên không đúng cú pháp thì được điểm danh không
M52273,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:48,M16166,False,0,218,"Tham gia workshop đăng nhập Zoom với đúng email đã đăng ký với chương trình và đặt tên đúng cú pháp sẽ được điểm danh tự động nhé.
Đừng quên tương tác trong buổi workshop nhé
Cú pháp đặt tên xem tại: [link:discord.com]"
M48369,K4-L3-4,channel_10,D3046,False,message,2026-09-14 17:49,,True,0,69,[@BOT] sau khi chốt nhóm muốn đổi tên nhóm thì cần làm những bước gì?
M83312,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:49,M48369,False,0,1593,"Chào bạn nha! 👋 Về việc muốn thay đổi tên nhóm (mã đội/mã nhóm) sau khi đã chốt, mình có một vài thông tin quan trọng cần chia sẻ với bạn đây:

1.  **Quy định về mã định danh:** Thông thường, mã nhóm (ví dụ: `G01`) và mã đội (ví dụ: `T001`) là do BTC ấn định để đồng bộ với hệ thống quản lý, tính điểm chuyên cần và các kênh forum (`t-001`, `t-002`...). Vì vậy, các mã này **không nên tự ý thay đổi** để tránh gây nhầm lẫn trong quá trình vận hành.

2.  **Các bước cần làm nếu thực sự cần thay đổi:**
    *   **Bước 1 - Thảo luận nội bộ:** Đảm bảo tất cả thành viên trong đội và Mentor phụ trách nhóm bạn đã đồng ý với sự thay đổi này.
    *   **Bước 2 - Mở Ticket hỗ trợ:** Vì việc đổi tên nhóm liên quan đến hệ thống và quyền quản trị, bạn cần vào kênh hỗ trợ của server để **mở một Ticket**.
    *   **Bước 3 - Cung cấp thông tin:** Trong ticket, bạn hãy nêu rõ:
        *   Mã đội/nhóm hiện tại.
        *   Tên/mã đội mong muốn đổi sang.
        *   Lý do cụ thể cho việc thay đổi.
    *   **Bước 4 - Chờ xác nhận:** Các anh chị **@Mod** sẽ xem xét yêu cầu của bạn. Nếu yêu cầu hợp lệ và không ảnh hưởng đến việc quản lý chung, các anh chị sẽ hỗ trợ cập nhật trên hệ thống.

**⚠️ Lưu ý nhỏ:** Việc thay đổi tên nhóm có thể làm gián đoạn việc quét dữ liệu điểm danh hoặc nhận diện đội trong các buổi Workshop/Coaching, nên bạn hãy cân nhắc thật kỹ trước khi quyết định nhé! ✨

Nếu bạn chỉ muốn đổi **Nickname cá nhân** cho đúng cú pháp thì bạn có thể tự thực hiện ngay theo mẫu: `<Mã nhóm>-<Mã đội>-<Họ và tên>-<5 số cuối MSSV>` nè.

Chúc đội của bạn có một hành trình Build thật rực rỡ! 🚀"
M92098,K4-L3-4,channel_11,D7056,False,message,2026-09-14 17:49,,False,0,1,.
M11596,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:52,M55412,False,0,716,"Để tạo ticket hỗ trợ trong server, bạn làm theo các bước đơn giản sau nhé:

Gõ lệnh: Bạn gõ /ticket create vào khung chat.
Chọn loại ticket (Type): Hệ thống sẽ hiện ra các gợi ý, bạn chọn loại phù hợp với vấn đề của mình (ví dụ: hỗ trợ về account, đổi team, xin nghỉ, hoặc các vấn đề ops khác).
Điền tiêu đề (Subject): Bạn điền tiêu đề ngắn gọn cho vấn đề cần hỗ trợ (giống như khi bạn viết tiêu đề email vậy đó).
Mô tả chi tiết: Sau khi ticket được tạo, bạn hãy nêu rõ vấn đề đang gặp phải trong kênh ticket riêng tư đó để các Mod/BTC vào giải quyết giúp bạn nha.

Lưu ý nhỏ: Nếu vấn đề nằm ngoài tầm xử lý của Coach (như lỗi tài khoản, vấn đề nhân sự...), bạn cứ mạnh dạn mở ticket để được hỗ trợ nhanh nhất nhé! ✨"
M18056,K4-L3-4,channel_10,D1922,False,message,2026-09-14 17:52,,False,0,12,xem xp ở đâu
M37242,K4-L3-4,channel_10,D0526,False,message,2026-09-14 17:52,,True,0,28,[@BOT] làm sao để tạo ticket
M50414,K4-L3-4,channel_10,D1922,False,message,2026-09-14 17:52,,True,0,19,[@BOT] xem xp ở đâu
M55412,K4-L3-4,channel_10,D0526,False,message,2026-09-14 17:52,,True,0,28,[@BOT] Làm sao để tạo ticket
M59182,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:52,M37242,False,0,165,"Bạn muốn tạo ticker cho mục đích gì?

1. Tạo ticker trên Discord
2. Tạo ticker cho một dự án/sản phẩm
3. Tạo ticker chứng khoán

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M59504,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 17:52,M50414,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M21731,K4-L3-4,channel_10,D7474,False,message,2026-09-14 18:14,,True,0,95,[@BOT] Hôm qua chưa đổi tên thêm mã team trên zoom mà đã vào team rồi thì có nhận xp workshop k
M43892,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:14,M21731,False,0,193,"Bạn cần đặt tên đúng với quy định được thông báo nhé. Chi tiết cú pháp có thể xem tại kênh thông báo chính thức #📣-thông-báo theo cú pháp <Mã nhóm> - <Mã team> - Họ và tên, ví dụ G01-001-[HV] A"
M29397,K4-L3-4,channel_10,D2494,False,message,2026-09-14 18:15,,True,0,44,[@BOT] tôi muốn lấy slide tài liệu học ở đâu
M47817,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:15,M29397,False,0,94,"Các tài nguyên liên quan đến WS (slide, record) sẽ được cập nhật ở channel Tài Nguyên nha bạn."
M58616,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:20,M65465,False,0,144,"Bạn có thể nhìn theo tên group ở cột bên trái nhé. Sau khi BTC có thông báo chính thức về Mentors, các bạn sẽ được phân vào nhóm của Mentor nhé."
M65465,K4-L3-4,channel_10,D6944,False,message,2026-09-14 18:20,,True,0,25,[@BOT]  Mã nhóm lấy ở đau
M20366,K4-L3-4,channel_10,D6676,False,message,2026-09-14 18:35,,True,0,40,[@BOT] cach xem rank cua ca nhan nhu nao
M78174,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:35,M20366,False,0,204,"Bạn muốn xem rank trong ngữ cảnh nào ạ?

1. Rank trong game/ứng dụng cụ thể?
2. Điểm XP (kinh nghiệm) của bạn trên nền tảng này?
3. Rank/tên gọi trong server Discord?

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M83678,K4-L3-4,channel_10,D6676,False,reply,2026-09-14 18:36,M78174,True,0,37,điểm XP của cá nhân trên nền tảng này
M88311,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:36,M83678,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M54505,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:42,M56834,False,0,372,"Để chọn đề tài các bạn dùng command /topic pick với mã đề (code) tương ứng. Nếu không tìm thấy đề tài trong danh sách gợi ý hãy điền mã code chính xác trong câu lệnh. 
Sử dụng /topic pick trong kênh thảo luận riêng của mỗi team.  Nhớ là mỗi team chỉ được chọn duy nhất 01 lần và không thể sửa đổi sau khi đã xác nhận, nên hãy chắc chắn 100% với lựa chọn của team mình nha!"
M56834,K4-L3-4,channel_10,D9854,False,message,2026-09-14 18:42,,True,0,57,[@BOT] chọn topic như thế nào và nên nhắn vô channel nào?
M34011,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 18:58,M97932,False,0,104,"[@role]

Để tránh đưa ra câu trả lời thiếu chính xác, mình xin phép tag Mod hỗ trợ giải đáp cho bạn nhé!"
M97932,K4-L3-4,channel_10,D2935,False,message,2026-09-14 18:58,,True,0,43,[@BOT] 3 track của chương trình như thế nào
M05791,K4-L3-4,channel_10,D4508,False,message,2026-09-14 19:04,,True,0,49,[@BOT] cần daily standup trước mấy giờ để nhận XP
M07037,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 19:04,M05791,False,0,95,Khung giờ nộp daily hàng ngày là từ 0h-10h sáng nhé. Nộp muộn vẫn được ghi nhận nhưng không +XP
M41902,K4-L3-4,channel_10,D7108,False,message,2026-09-14 19:18,,True,0,11,[@BOT] 1 đi
M69179,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 19:18,M86498,False,0,192,"Bạn muốn lấy nội dung kênh nào của nhóm AI20K Build Phase?

1. Nội dung kênh chung (learner thấy)
2. Nội dung kênh Bot & Tiện ích
3. Nội dung kênh Tickets

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M86498,K4-L3-4,channel_10,D7108,False,message,2026-09-14 19:18,,True,0,53,[@BOT] có thể lấy nội dung channel của nhóm tôi không
M91899,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 19:18,M41902,False,0,1230,"Dưới đây là ""bản đồ"" các kênh chính mà bạn sẽ thấy và sử dụng thường xuyên tại AI20K Build Phase nè:

*   **`#bắt-đầu-tại-đây`**: Điểm dừng chân **đầu tiên**! Bạn sẽ tìm thấy hướng dẫn đặt nickname đúng cú pháp và các bước onboarding tại đây.
*   **`#rules`**: Nơi quy định các ""luật chơi"" trong server, chuẩn mực trao đổi và quy định tham gia chương trình.
*   **`#thông-báo-chung`**: Cập nhật slide bài giảng, thông tin về nền tảng lab `vlearn.dev` và các lời nhắc quan trọng từ giảng viên/trợ giảng.
*   **`#💬-chung`**: Kênh chat tự do, nơi bạn có thể làm quen, hỏi vặt hoặc thông báo không chính thức.
*   **`#🙋-hỏi-đáp`**: Forum dành cho các câu hỏi kỹ thuật (AI, LLM, code, deploy, debug...) có ích cho nhiều người.
*   **`#🏆-chia-sẻ`**: Nơi khoe thành quả, demo sản phẩm hoặc những cột mốc (milestone) mà bạn đạt được.
*   **`#📖-bài-học`**: Chia sẻ kiến thức chuyên sâu, tutorial hoặc những bài học rút ra sau khi giải quyết xong một bug khó nhằn.
*   **`#🐦‍🔥-build-showcase`**: Nơi trình làng sản phẩm theo từng giai đoạn (nhớ dùng đúng template bài đăng nha).
*   **`#🫱🏼‍🫲🏽-tìm-đồng-đội`**: Nơi kết nối để tìm ""cạ cứng"" lập đội chiến đấu.

Bạn cần mình giải thích kỹ hơn về mục đích của kênh nào không? Cứ bảo mình nhé! ✨"
M73469,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 19:35,M82163,False,0,95,Khung giờ nộp daily hàng ngày là từ 0h-10h sáng nhé. Nộp muộn vẫn được ghi nhận nhưng không +XP
M82163,K4-L3-4,channel_10,D6944,False,message,2026-09-14 19:35,,True,0,82,[@BOT]  cái daly-standup sao m ghi là hết hôm nay nhưng nộp bài thì m kêu hết hạn.
M63524,K4-L3-4,channel_10,D4992,False,message,2026-09-14 19:48,,False,0,11,cách xem xp
M16130,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 19:49,M97998,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M39389,K4-L3-4,channel_10,D4992,False,message,2026-09-14 19:49,,True,0,23,[@BOT] các cách nhận xp
M41223,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 19:49,M39389,False,0,156,"Bạn muốn hỏi về cách nhận điểm XP trong ngữ cảnh nào?

1. Cách nhận điểm XP trong server
2. Thông tin chung về điểm XP

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M97998,K4-L3-4,channel_10,D4992,False,message,2026-09-14 19:49,,True,0,18,cách xem xp [@BOT]
M35080,K4-L3-4,channel_10,D6944,False,message,2026-09-14 20:08,,True,0,47,[@BOT]  nếu nộp muộn daily-standup có bị sao ko
M72283,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 20:08,M35080,False,0,65,Nộp daily muộn hơn 10h sáng vẫn ghi nhận nhưng không tính +XP nhé
M48376,K4-L3-4,channel_10,D6791,False,message,2026-09-14 20:12,,True,0,37,[@BOT] check điểm xp của team kiểu gì
M89586,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 20:12,M48376,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M65517,K4-L3-4,channel_10,D9881,False,message,2026-09-14 20:13,,True,0,35,[@BOT] có xem được lịch sử +XP ko ?
M85246,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 20:13,M65517,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M30457,K4-L3-4,channel_10,D5889,False,message,2026-09-14 20:15,,True,0,33,[@BOT] điểm xp này dùng để làm gì
M52735,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 20:15,M30457,False,0,1004,"Chào bạn! XP (Experience Points) trong cộng đồng AI20K Build Phase giống như một ""thước đo"" cho sự tích cực và nỗ lực của bạn vậy. Cụ thể, điểm XP được dùng để:

*   **Xác định cấp độ (Level):** Khi tích lũy đủ XP, bạn sẽ được thăng cấp. Bạn có thể dùng lệnh `/rank` để kiểm tra level hiện tại và tiến trình của mình nhé.
*   **Cạnh tranh trên Bảng xếp hạng:** Bạn có thể dùng lệnh `/leaderboard users` để xem vị trí của mình so với các thành viên khác trong server. Đây là cách để ""flex"" tinh thần học hỏi và xây dựng (build) của bạn đó!
*   **Ghi nhận sự đóng góp:** XP thể hiện bạn là một thành viên năng nổ thông qua các hoạt động như Daily Standup, Mentor Duty hay tham gia tương tác trong các buổi Workshop.

**Một lưu ý quan trọng:** XP này dùng để thúc đẩy tinh thần tham gia cộng đồng và **không liên quan** đến điểm số hay điểm cộng trên các lớp học offline đâu nè.

Bạn đã thử gõ `/rank` để xem mình tích lũy được bao nhiêu điểm chưa? Nếu cần hỗ trợ gì thêm về cách kiếm XP, cứ hỏi mình nhé! ✨"
M57683,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 20:23,M83132,False,0,179,"Bạn muốn xem điểm cộng liên quan đến hoạt động nào trên lớp ạ?

1. Điểm cộng XP
2. Điểm cộng trong các hoạt động onboarding
3. Điểm cộng khác

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M83132,K4-L3-4,channel_10,D9585,False,message,2026-09-14 20:23,,True,0,35,[@BOT] điểm cộng trên lớp xem ở đâu
M24797,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 20:24,M69776,False,0,480,"Về điểm cộng trong các hoạt động onboarding (offline) trên lớp, loại điểm này **tách biệt hoàn toàn** với XP (điểm Build online) nha bạn.

Thông thường, danh sách điểm này sẽ được các anh chị Mentor hoặc Ban tổ chức cập nhật và thông báo trực tiếp tại lớp hoặc qua các kênh thông báo chung của khóa học.

Để biết chính xác vị trí xem điểm hiện tại, bạn có thể:
*   Nhắn tin hỏi trực tiếp các anh chị **Mod**.
*   Hoặc mở một **Ticket** hỗ trợ để được các anh chị check giúp nhé! ✨"
M69776,K4-L3-4,channel_10,D9585,False,message,2026-09-14 20:24,,True,0,8,[@BOT] 2
M78600,K4-L3-4,channel_10,D9585,False,message,2026-09-14 20:24,,False,0,1,2
M64361,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:28,,False,0,259,"Mọi người muốn leo BXH nhanh thì tích cực chia sẻ thông tin, mẹo vặt hữu ích liên quan đến AI hoặc cho chương trình học tại [#channel] nhaaa. Càng hay càng nhiều điểm, lên top vù vù. ~~Top trong tim mình và các bạn học viên, còn top server thì mình chịu nhé~~"
M45299,K4-L3-4,channel_11,D9617,False,reply,2026-09-14 20:29,M64361,False,0,106,Dù mùa này không +XP cho các hoạt động này nhưng vẫn khuyến khích các bạn chia sẻ và cùng nhau học tập nhé
M87083,K4-L3-4,channel_11,D1616,False,message,2026-09-14 20:29,,False,1,46,B nào hôm nay nghỉ học thì thua cả con mèo nha
M07156,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:30,,False,0,62,Điểm cộng trong lòng người hâm mộ là điểm cộng cao quý nhất ạ.
M05023,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:39,,False,1,93,cho mình hỏi tại sao truy cập lại thấy trống nhỉ và làm sao tìm repo để setup AI log được nhỉ
M13539,K4-L3-4,channel_11,D8976,False,reply,2026-09-14 20:40,M05023,False,0,70,GitHub của bạn có cùng email với email bạn đăng ký chương trình không?
M54704,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:41,,False,0,112,"à em thấy chỗ acccept rồi ạ, em muốn hỏi là team sẽ clone và quản lý trên repo này thôi mà không cần fork về ạ ?"
M85719,K4-L3-4,channel_11,D3694,False,reply,2026-09-14 20:41,M54704,False,0,45,"Thao tác trên repo này nhé , commit, pr ....."
M33670,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:43,,False,0,9,[:emoji:]
M44883,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:43,,False,0,171,"Với cả repo cũng không có quyền fork nữa... Bạn cần dev riêng thì cứ tạo nhánh mới là được. Nhớ git diff để giữ commit của thành viên khác nha, tránh merge bay hết commit."
M34917,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:45,,False,0,73,em hỏi chút chỗ ai log thì mọi thành viên sẽ log chung 1 file phải ko ạ ?
M60263,K4-L3-4,channel_11,D8976,False,reply,2026-09-14 20:46,M34917,False,0,32,"Không nha, mỗi người 1 file log."
M60186,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:48,,False,0,296,"em hiểu là 
1. mỗi cá nhân tự setup để log trên local 
2. khi push thì có thể chỉnh sửa trước khi push rồi file sẽ lên server chấm điểm chứ không vào branch nào cả 
em muốn hỏi cái folder ai-log/ đó có bị đẩy lên branch khi dev ko hay nó được đưa vào ignore rồi ạ

thì có chỗ nào ngộ nhận không ạ"
M26883,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:49,,False,0,78,À bạn nhớ bỏ `.ai-logs` vô `.gitignore` không lại pull 1 phát bay hết logs đó.
M46632,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:51,,False,0,74,Trong `.gitignore` có sẵn rồi nhưng cứ edit để cả thư mục vào cho an toàn.
M59723,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:51,,False,0,4,ok ạ
M89749,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:51,,False,0,171,"là repo chưa có chỗ nào ignore phải ko ạ, teamate phải tự chủ động ignore nó đi còn file log sẽ được tự đẩy lên server khi git push thông qua apikey trên phoenix phải ko ạ"
M90367,K4-L3-4,channel_11,D8976,False,reply,2026-09-14 20:51,M89749,False,0,58,Có rồi nhưng mình chủ động thêm cả folder thì yên tâm hơn.
M36677,K4-L3-4,channel_11,D8976,False,reply,2026-09-14 20:55,M90367,False,0,324,"Tại vì một số coding agent/dòng máy không hỗ trợ, nhiều lúc phải bảo agent sửa thủ công script đẩy logs, gây ra tình trạng files log được tạo ra khác với quy định có sẵn, khiến nhiều lúc có tình trạng mất logs trong thư mục. Nên bạn nào không thấy logs đẩy, có bảo agent sửa này sửa kia thì cứ ignore cả thư mục cho an toàn."
M90393,K4-L3-4,channel_11,D1138,False,message,2026-09-14 20:57,,False,0,241,"em muốn hỏi lại chút là các đội khi demo sẽ có 5p vừa trình bày vừa QnA hay chỉ trình bày thôi vậy ạ, và quá trình lọc để chọn top vào demo day offline là có sự tham gia vote của học vien hay toàn bộ việc chọn đánh giá đều do BTC thực hiện ạ"
M34524,K4-L3-4,channel_11,D8976,False,message,2026-09-14 20:59,,False,0,9,[:emoji:]
M46984,K4-L3-4,channel_11,D8976,False,reply,2026-09-14 20:59,M90393,False,0,221,"Quy định demo mình không biết có thay đổi chưa, nhưng quá trình chọn top để demo offline là do BTC thực hiện hoàn toàn nha. Tất nhiên các bạn học viên vẫn có đặc quyền bình chọn ở một giai đoạn khác, cứ hóng là biết nhaa."
M89624,K4-L3-4,channel_10,D4567,False,message,2026-09-14 20:59,,True,0,42,[@BOT]. hạn nộp bài L3-L4 - Khóa 4 Phase 1
M54287,K4-L3-4,channel_10,D6509,False,message,2026-09-14 21:00,,True,0,96,"[@BOT] Sinh viên tham gia AI thực chiến được sử dụng cơ sở vật chất nào của trường, ngoài trừ gì"
M54679,K4-L3-4,channel_11,D1138,False,message,2026-09-14 21:00,,False,0,45,về thời gian demo + QnA thì sao vậy anh nhỉ ?
